11.03667,50.95778,"P+R-Parkplatz Thüringenhalle; 99084 Erfurt"
10.99028,50.96111,"P+R-Parkplatz am Messegelände; 99084 Erfurt"
11.03861,50.97639,"Parkplatz Am kleinen Ring; 99084 Erfurt"
11.02778,50.97361,"Parkplatz Eichenstraße; 99084 Erfurt"
11.02417,50.97583,"Firma Hartmann + Partner; 99084 Erfurt"
11.06667,50.95417,"Stellplatz am Saunabad Trautmann ; 99084 Erfurt"
6.91667,51.19833,"Wohnmobilstellplatz Düsseldorf/Erkrath; 40699 Erkrath"
10.98528,49.57611,"Gasthof Ritter St. Georg; 91058 Erlangen"
9.25389,49.17944,"Weingut Schönbrunn; 74235 Erlenbach"
9.61972,49.82861,"Weingut Johannes Deppisch; 97837 Erlenbach b. Marktheidenfeld"
8.25583,50.99000,"Hotel Edermühle; 57339 Erndtebrück"
8.21222,51.00583,"Pension Hofius; 57339 Erndtebrück"
7.23194,50.14250,"Winzergenossenschaft Cochem-Zell; 56814 Ernst"
9.46083,48.08167,"Freizeitzentrum Schwarzachtalsee; 88521 Ertingen"
8.35250,51.63139,"Wohnmobilplatz An den Sole-Thermen; 59597 Erwitte"
8.35861,51.62611,"Café-Restaurant Gerling; 59597 Erwitte"
8.01889,49.17361,"Weingut Wind; 76831 Eschbach"
11.19444,47.59750,"Restaurant Tonihof; 82438 Eschenlohe"
9.62806,51.92972,"Reisemobil-Stellplatz am Angerplatz; 37632 Eschershausen"
10.06861,51.19167,"KNAUS Campingpark Eschwege; 37269 Eschwege"
7.60972,53.63917,"Schützenplatz; 26427 Esens"
12.50889,49.57694,"Freizeitanlage Atzmannsee; 92693 Eslarn"
8.13417,51.23222,"Gaststätte Alte Post; 59889 Eslohe"
9.69417,52.73278,"Hotel Heide-Kröpke; 29690 Essel"
8.17528,49.23472,"Weingut Schweikart Dalberghof; 76879 Essingen"
8.16417,49.23500,"Weingut Walter Stoll; 76879 Essingen"
9.31139,48.74639,"Äußerer Burgplatz; 73728 Esslingen/Neckar"
7.66528,52.99389,"Reisemobil-Stellplatz am Erikasee; 26897 Esterwegen"
9.17278,53.56611,"Prahmfähre an der Oste; 21727 Estorf/Oste"
9.14556,52.58722,"Parkplatz Estorf; 31629 Estorf/Weser"
7.78111,48.27389,"Ernst Caravan & Freizeit Center; 77955 Ettenheim"
8.41722,48.93583,"Albgau-Freibad; 76275 Ettlingen"
10.61972,54.13806,"Schloss-Parkplatz P 11; 23701 Eutin"
10.60944,54.13528,"Parkplatz P 6 am Bahnhof; 23701 Eutin"
10.59694,54.14083,"Festplatz an der Kerntangente; 23701 Eutin"
10.62833,54.18056,"Forsthaus am Ukleisee; 23701 Eutin"
9.80389,49.98722,"Winzerhof Jonas; 97776 Eußenheim"
7.79056,51.91194,"Parkplatz am Vitus Bad; 48351 Everswinkel"
14.31389,52.41917,"Stellplatz am Gabelsee; 15306 Falkenhagen (Mark)"
14.32306,52.42667,"Freizeitanlage Schwarzer See; 15306 Falkenhagen (Mark)"
10.17028,52.90528,"Stellplatz am Schützenplatz; 29328 Faßberg"
10.12528,52.87722,"Parkplatz Heidesee; 29328 Faßberg"
10.10917,52.87194,"Parkplatz am Wildpark; 29328 Faßberg"
11.20083,54.43778,"Parkplatz Ost; 23769 Fehmarn"
11.19250,54.42056,"Am Kommunalhafen; 23769 Fehmarn"
11.17972,54.44278,"Firma Hintz; 23769 Fehmarn"
11.14000,54.40500,"Camping Miramar; 23769 Fehmarn"
11.25917,54.44667,"Ferienhof Wachtelberg; 23769 Fehmarn"
11.15444,54.52139,"Campingplatz Am Niobe; 23769 Fehmarn"
11.24861,54.41444,"Camping Südstrand; 23769 Fehmarn"
11.17889,54.50083,"Wohnmobilplatz Johannisberg; 23769 Fehmarn"
11.18222,54.51222,"Bade- und Surfstrand Grüner Brink; 23769 Fehmarn"
11.10222,54.41222,"Camping Strukkamphuk; 23769 Fehmarn"
11.04222,54.45861,"Minicamping Kleingarn; 23769 Fehmarn"
11.09333,54.46167,"Ferienhof Mittelhof; 23769 Fehmarn"
11.17472,54.40667,"Wohnmobilpark Wulfener Hals; 23769 Fehmarn"
12.78583,52.79778,"FF Freizeitmobile; 16833 Fehrbellin"
10.30222,51.45972,"Gasthof Grenzsnak; 37339 Ferna"
11.22528,49.37861,"Wohnmobil-Stellplatz Feucht; 90537 Feucht"
10.39833,49.16361,"Gasthof Zum Grünen Wald; 91555 Feuchtwangen"
11.85639,49.99750,"Automobilmuseum Eckert; 95686 Fichtelberg"
9.21111,48.67056,"Kultur- & Kongress-Zentrum Filharmonie; 70794 Filderstadt"
8.02944,51.22250,"Landgasthof Rademacher; 57413 Finnentrop"
13.68361,52.84472,"Wasserwanderrastplatz; 16244 Finowfurt"
7.69472,49.06972,"Gasthaus Schützenhaus; 66996 Fischbach bei Dahn"
7.38306,49.75417,"Historisches Kupferbergwerk; 55743 Fischbach/Nahe"
7.40472,49.74028,"Wohnmobilpark Fischbach-Nahe; 55743 Fischbach/Nahe"
11.95222,47.74083,"Gasthof Sonnenkaiser; 83730 Fischbachau"
11.91611,47.76083,"Wohlschlagerhof; 83730 Fischbachau"
10.27028,47.44889,"Wohnmobilplatz Fischen i. Allgäu; 87538 Fischen i. Allgäu"
10.13889,50.52000,"Campingplatz Fladungen; 97650 Fladungen"
8.09250,49.24139,"Weingut Sonnenhof; 76835 Flemlingen"
8.09333,49.24111,"Weingut Eichhorn; 76835 Flemlingen"
8.09500,49.24222,"Weingut Markus Braun; 76835 Flemlingen"
9.43694,54.79944,"Parkplatz im Industriehafen; 24937 Flensburg"
8.04556,49.78806,"Weingut Meyerhof; 55237 Flonheim"
9.47222,50.12167,"Wohnmobilplatz Lohrhaupten; 63639 Flörsbachtal"
9.60111,54.30472,"Paulsen’s Gasthof; 24768 Fockbek"
9.60444,54.30167,"Am Freibad; 24768 Fockbek"
11.05000,49.72167,"Stellplatz auf der Sportinsel; 91301 Forchheim"
8.19250,49.42806,"Weingut Margarethenhof; 67147 Forst a. d. Weinstraße"
8.80111,51.05583,"Wohnmobil-Stellplatz Frankenberg; 35066 Frankenberg/Eder"
8.62000,50.11194,"Park & Sleep Messeparkplatz; 60327 Frankfurt am Main"
12.28778,47.79444,"Hof Lederstube; 83112 Frasdorf"
10.84722,50.60778,"Waldhotel Rennsteighöhe; 98711 Frauenwald"
9.39722,53.52194,"Stellplatz Zentrum; 21717 Fredenbeck"
9.39333,53.52639,"Restaurant Niedersachsenschänke; 21717 Fredenbeck"
9.36444,53.51000,"Stellplatz Badesee; 21717 Fredenbeck"
13.33444,50.91417,"Stellplatz am Johannisbad; 09599 Freiberg/Sachsen"
7.82556,47.99944,"Stellplatz Freiburg; 79111 Freiburg"
7.78861,47.99028,"Extrol Tank- & Waschzentrum ; 79111 Freiburg"
7.81528,48.04139,"WVD-Südcaravan; 79111 Freiburg"
9.29417,53.82278,"Sport- und Freizeitzentrum; 21729 Freiburg/Elbe"
12.98444,47.84306,"Hallenbad Badylon; 83395 Freilassing"
7.26000,49.53333,"Stellplatz am Weiselbergbad; 66629 Freisen"
13.68111,51.01167,"Tischlerei Ihmann; 01705 Freital"
7.52861,52.46139,"Gasthof Overhoff; 49832 Freren/Ems"
7.87667,50.89611,"Parkplatz Lohmühle P3; 57258 Freudenberg"
9.31833,49.73972,"Wohnmobilstellplatz Freudenberg; 97896 Freudenberg am Main"
8.39278,48.45139,"Restaurant Langenwaldsee; 72250 Freudenstadt"
11.77861,51.21139,"Berghotel Zum Edelacker; 06632 Freyburg a.d. Unstrut"
11.76889,51.21056,"Caravanstellplatz Schleusenblick; 06632 Freyburg a.d. Unstrut"
13.54111,48.80056,"Freizeitanlage Solla; 94078 Freyung"
13.54056,48.80528,"Am Freibad; 94078 Freyung"
10.96500,48.35778,"Freibad Friedberger See; 86316 Friedberg"
10.99000,48.35778,"Wallfahrtskirche Herrgottsruh; 86316 Friedberg"
7.83361,53.45444,"Schützenplatz; 26446 Friedeburg"
7.88167,53.45750,"Gasthaus Wilken am See; 26446 Friedeburg"
12.10306,49.88083,"Stellplatz an der Steinwaldhalle; 95688 Friedenfels"
12.10417,49.88611,"Stellplatz am Freibad; 95688 Friedenfels"
12.08750,49.89111,"Stellplatz am Frauenreuther Weiher; 95688 Friedenfels"
8.29389,47.89250,"Gasthof-Pension Zum Bierhaus; 79877 Friedenweiler"
10.57528,50.86056,"Wohnmobil-Standplatz Ortlepp; 99894 Friedrichroda"
10.55917,50.84694,"Pension & Restaurant Schauenburgmühle; 99894 Friedrichroda"
9.49583,47.65000,"Wohnmobil-Parkplatz; 88045 Friedrichshafen"
8.84750,54.03250,"Parkplatz P2; 25718 Friedrichskoog"
9.32917,50.98000,"Wohnmobilpark Silbersee; 34621 Frielendorf"
7.85750,48.40028,"Campingplatz Baggersee Schuttern; 77948 Friesenheim"
7.83139,52.94861,"Gasthof Schubert ; 26169 Friesoythe"
7.91722,52.96278,"Gasthof Sieger; 26169 Friesoythe"
9.27056,51.13306,"Parkplatz am Grauen Turm; 34560 Fritzlar"
12.56361,51.05750,"Gasthaus Schützenhaus; 04654 Frohburg"
7.76806,51.47083,"Stellplatz am Rathaus; 58730 Fröndenberg/Ruhr"
9.66639,50.55639,"Parkplatz Weimarer Straße; 36037 Fulda"
12.84417,49.31222,"Parkplatz am Friedhof; 93437 Furth im Wald"
12.36028,53.45972,"Hotel Haus Waldesruh; 17213 Fünfseen"
12.34861,53.46833,"Stellplatz Lenzer Hafen; 17213 Fünfseen"
7.67472,52.51667,"Parkplatz am Schloss; 49584 Fürstenau"
13.15000,53.19417,"Marina Fürstenberg; 16798 Fürstenberg"
13.43806,48.73389,"Schrottenbaummühle; 94142 Fürsteneck"
13.33861,48.55167,"Gaststätte Waldschänke; 94081 Fürstenzell"
10.70083,47.58222,"Wohnmobilplatz Füssen; 87629 Füssen"
10.70361,47.58250,"CaravanZentrum Allgäu Kölling; 87629 Füssen"
10.83500,53.49028,"Landhof Gallin; 19258 Gallin bei Boizenburg"
12.13917,53.49083,"Wasserwander-Rastplatz Kuppentin; 19386 Gallin-Kuppentin"
5.99806,50.98583,"Reisemobilhafen Rodebachtal; 52538 Gangelt"
9.61222,52.44750,"Stellplatz bei CAMO-24; 30827 Garbsen"
11.10611,47.50389,"Alpencamp am Wank; 82467 Garmisch-Partenkirchen"
11.44944,53.02944,"Wohnmobilplatz Imbiss am See; 29471 Gartow"
8.01139,49.96361,"Reisemobilplatz Gau-Algesheim; 55435 Gau-Algesheim"
7.99694,49.83444,"Autohof A 61; 55599 Gau-Bickelheim"
8.02139,49.83944,"Winzerhof Alfons Schnabel; 55599 Gau-Bickelheim"
8.17083,49.74139,"Weingut & Weinerlebnis Gustavshof; 55234 Gau-Heppenheim"
7.27389,52.59389,"Parkplatz am Speicherbecken; 49744 Geeste"
10.37917,53.42583,"Stellplatz Alter Schiffsanleger; 21502 Geesthacht"
10.43194,53.40056,"Campingplatz Hohes Elbufer; 21502 Geesthacht"
8.65222,47.92028,"Reisemobilstellplatz Geisingen; 78187 Geisingen"
6.32833,51.51111,"Freizeitanlage Holländer See; 47608 Geldern"
6.30917,51.52083,"Restaurant Ho-Ho; 47608 Geldern"
6.33444,51.52889,"See Park Janssen; 47608 Geldern"
6.29806,51.48944,"Zum Lünebörger; 47608 Geldern"
6.30389,51.53028,"Am Sportplatz; 47608 Geldern"
6.22694,51.49417,"Reisemobilhafen Freibad Walbeck; 47608 Geldern"
9.17806,50.20111,"Stellplatz am Hallenbad; 63571 Gelnhausen"
9.22472,50.20833,"Gaststätte Zum Lamm; 63571 Gelnhausen"
7.07083,51.56111,"Mobilcamp Gelsenkirchen; 45891 Gelsenkirchen"
7.06333,51.50167,"Mobilplatz im Revierpark Nienhausen; 45891 Gelsenkirchen"
9.87806,54.75583,"Jachthafen Wackerballig; 24395 Gelting"
9.68889,50.05833,"Altstadtparkplatz Lindenwiese; 97737 Gemünden am Main"
9.69694,50.04583,"Gasthof Klingenmühle; 97737 Gemünden am Main"
9.65639,50.05278,"Spessart Camping Schönrain; 97737 Gemünden am Main"
7.88639,49.67056,"Azur Campingpark Pfalz; 67813 Gerbach"
8.37694,49.21972,"Parkplatz An der Carnot'schen Mauer; 76726 Germersheim"
8.33889,48.75944,"Wohnmobil-Stellplatz Murginsel; 76593 Gernsbach"
8.34167,48.74139,"Schwimmbad Obertsrot; 76593 Gernsbach"
8.36750,48.75583,"Landgasthaus Lautenfelsen; 76593 Gernsbach"
9.89000,50.28611,"Bauernhof Wirth; 97779 Geroda"
6.65361,50.22111,"Stellplatz am Hallen- und Freibad; 54568 Gerolstein"
10.35139,49.89833,"Parkplatz Schallfelder Straße; 97447 Gerolzhofen"
10.35528,49.89972,"Erlebnisbad Geomaris; 97447 Gerolzhofen"
9.91917,50.46222,"Camping-u. Wohnmobilplatz Hochrhön; 36129 Gersfeld"
10.81806,50.72361,"Parkplatz Am Waldbad; 98716 Geschwenda"
10.81361,50.73083,"Parkplatz Kickelhähnchen; 98716 Geschwenda"
10.82111,50.73056,"Gasthof Diemelsee; 98716 Geschwenda"
10.32389,49.34667,"Reisemobilplatz Mohrenhof; 91608 Geslau"
12.90583,50.60806,"Gaststätte & Pension Waldschänke Geyer; 09468 Geyer"
10.20750,48.58444,"Reisemobilstation Charlottenhöhle; 89537 Giengen/Brenz"
10.25194,48.63000,"Reisemobilstation Schießberg; 89537 Giengen/Brenz"
8.68222,50.58972,"Parkplatz am Schwimmbad; 35390 Gießen"
10.55361,52.48361,"Stellplatz am Hallen- und Freibad; 38518 Gifhorn"
10.48444,52.50861,"Fischer Camping + Gas; 38518 Gifhorn"
6.93333,50.13333,"Pulvermaar Wohnmobilpark; 54558 Gillenfeld"
6.93306,50.13056,"Feriendorf Pulvermaar; 54558 Gillenfeld"
9.06194,50.95056,"Landgasthof Steller; 34630 Gilserberg"
9.06889,50.95278,"Tank- und Rasthof Gilserberg; 34630 Gilserberg"
13.26000,54.44806,"Ferienhof Haidhof; 18569 Gingst"
6.98500,51.55944,"Reisemobilstellplatz Gladbeck; 45964 Gladbeck"
8.57917,50.77472,"Restaurant Zum Rosengarten; 35075 Gladenbach"
7.44500,49.46944,"Stellplatz am Bahnhof; 66907 Glan-Münchweiler"
8.06722,49.23861,"Weingut F. G. Kost; 76835 Gleisweiler"
8.06333,49.23750,"Winzerhof am Teufelsberg; 76835 Gleisweiler"
8.06750,49.23972,"Weingut Roland Lidy; 76835 Gleisweiler"
8.06778,49.24056,"Weingut Fritz Wadle & Sohn; 76835 Gleisweiler"
8.01139,49.13000,"Parkplatz an der Ortseinfahrt ; 76889 Gleiszellen-Gleish."
8.00694,49.12556,"Weingut Doll; 76889 Gleiszellen-Gleish."
8.00444,49.13139,"Weingut Schönlaub; 76889 Gleiszellen-Gleish."
9.59111,54.85750,"Ostseecamp Glücksburg-Holnis; 24960 Glücksburg"
9.60472,54.87306,"Hotel-Restaurant Fährhaus Holnis; 24960 Glücksburg"
9.40917,53.78528,"Nordermole am Außenhafen; 25348 Glückstadt"
9.41778,53.79139,"Parkplatz Am Güterbahnhof; 25348 Glückstadt"
9.43250,53.78639,"Park & Ride-Platz; 25348 Glückstadt"
9.00000,53.38944,"Am Schulzentrum; 27442 Gnarrenburg"
9.00028,53.41389,"Festhalle Brillit; 27442 Gnarrenburg"
9.03083,53.39778,"Brümmers Landhaus; 27442 Gnarrenburg"
6.16889,51.67611,"Friedensplatz; 47574 Goch"
14.10806,50.91306,"Caravan Camping Sächsische Schweiz; 01824 Gohrisch"
8.39167,52.72778,"Naturschutz- und Informationszentrum im Moor ; 49424 Goldenstedt"
11.68278,50.01250,"Festplatz Goldkronach; 95497 Goldkronach"
9.83556,54.42972,"Bauernhof Gut Hoffnungsthal; 24340 Goosefeld"
13.73389,52.39806,"Fischerei Löcknitz; 15537 Gosen-Neu Zittau"
10.41778,51.91000,"Parkplatz Füllekuhle; 38640 Goslar"
12.95556,48.96167,"Gasthof Kilger; 94239 Gotteszell"
12.59250,53.42056,"Pension Müritzwiese; 17207 Gotthun"
7.06333,49.93250,"Sun-Park Wohnmobilpark; 54470 Graach"
12.24556,54.25778,"Parkplatz Strandmitte/Zur Seebrücke; 18181 Graal-Müritz"
11.56056,53.27806,"Wohnmobilplatz am Hafen; 19300 Grabow"
11.54250,53.26333,"Wohnmobil- und Wasserwanderrastplatz; 19300 Grabow"
13.40444,48.85611,"Volksfestplatz Galgenau; 94481 Grafenau"
7.05361,50.56056,"Panorama Sauna; 53501 Grafschaft"
12.46556,47.78361,"Fetznhof; 83224 Grassau"
13.14861,48.80611,"Reiterhof Mühlbauer; 94541 Grattersdorf"
9.47444,50.74194,"Stellplatz am Amthof; 36323 Grebenau"
9.31750,50.51972,"Wohnmobilstellplatz Hochwaldhausen; 36355 Grebenhain"
9.31389,50.51889,"Gasthof zum Felsenmeer; 36355 Grebenhain"
9.27639,50.48417,"Bergrasthaus Herchenhainer Höhe; 36355 Grebenhain"
11.35028,49.04056,"Camping Bauer-Keller; 91171 Greding"
11.35389,49.04444,"Altstadtparkplatz; 91171 Greding"
6.34111,51.34944,"Eissportzentrum; 47929 Grefrath"
6.37639,51.32278,"Stellplatz Niers-Perle Oedt; 47929 Grefrath"
13.38944,54.09889,"Stellplatz am Museumshafen; 17489 Greifswald"
7.68667,52.04639,"Camp Marina Alte Fahrt Fuestrup; 48268 Greven"
10.02278,54.21750,"Hotel-Restaurant Auerhahn; 24241 Grevenkrug"
11.19528,53.86722,"Restaurant Seeschlösschen; 23936 Grevesmühlen "
7.40500,49.41667,"Stellplatz am Ohmbachsee; 66903 Gries"
7.07278,52.23889,"Naherholungsgebiet Dreiländersee; 48599 Gronau"
9.77000,52.08472,"Sport- und Freizeitzentrum Kuhmasch; 31028 Gronau/Leine"
12.80583,52.45444,"Zum fröhlichen Landmann; 14550 Groß Kreutz"
12.15556,53.08250,"Zelt- und Campingplatz Groß Woltersdorf; 16928 Groß Pankow"
9.79417,51.26111,"Wiese am Mühlgraben; 37247 Großalmerode"
9.28667,49.00361,"Wunnensteinhalle; 71723 Großbottwar"
7.51417,53.36306,"Campingplatz Timmeler Meer; 26629 Großefehn"
7.61056,53.35028,"Ostfriesen Bräu; 26629 Großefehn"
10.03000,53.94833,"Wildpark Eekholt; 24623 Großenaspe"
11.08528,54.36111,"Wohnmobilhafen Reise; 23775 Großenbrode"
11.08083,54.35472,"Wassersportzentrum Großenbrode; 23775 Großenbrode"
13.53333,51.28944,"Caravanstellplatz am Kulturschloss; 01558 Großenhain"
8.25806,52.94278,"Wilhelm-Wellmann-Platz; 26197 Großenkneten"
8.28639,52.99111,"Stellplatz am Dorfplatz; 26197 Großenkneten"
8.13250,52.94639,"Campingplatz Tannenhof; 26197 Großenkneten"
8.19083,52.94861,"Restaurant Haaster Krug; 26197 Großenkneten"
8.33000,52.94167,"Restaurant Gut Moorbeck; 26197 Großenkneten"
8.17500,49.26806,"Weingut Lauth und Sohn; 67483 Großfischlingen"
7.34611,53.56083,"Wald- und Moormuseum; 26532 Großheide"
14.82694,51.00444,"Bauernhof Leubner; 02747 Großhennersdorf"
9.21806,49.72778,"Weingut-Gasthaus Zur Bretzel; 63920 Großheubach"
13.12472,50.63111,"Landgasthof Wemmer; 09518 Großrückerswalde"
13.98000,51.12028,"Camping- und Freizeitpark Lux-Oase; 01900 Großröhrsdorf"
14.67333,50.87889,"TRIXI-Park Zittauer Gebirge; 02779 Großschönau"
9.52222,54.70861,"Stellplatz Nördliche Ziele; 24991 Großsolt"
11.28278,47.66194,"Stellplatz an der Kreut-Alm; 82439 Großweil"
11.28472,47.66389,"Freilichtmuseum Glentleiten; 82439 Großweil"
8.95583,50.59528,"Wohnmobil-Stellplatz Grünberg; 35305 Grünberg"
9.63167,53.57278,"Am Fähranleger; 21720 Grünendeich"
12.79361,50.58167,"Sport- und Freizeitpark; 08344 Grünhain-Beierfeld"
10.95306,54.14444,"Reisemobilparkplatz am Strand; 23743 Grömitz"
10.99028,54.15556,"Wohnmobilstellplatz Lensterstrand; 23743 Grömitz"
10.96472,54.18611,"Wohnmobilplatz Hof Kattenberg; 23739 Grömitz"
10.99278,54.19500,"Henriettenhof-Herrenhaus; 23739 Grömitz"
9.74694,48.93417,"Parkplatz am Badsee; 74417 Gschwend"
8.20556,49.69528,"Hupperts Wohnmobil-Wingert; 67598 Gundersheim"
8.34389,49.78972,"Caravanplatz am 72-Stunden-Platz; 67583 Guntersblum"
10.73667,49.13222,"Wohnmobil-Stellplatz Surfcenter Altmühlsee; 91710 Gunzenhausen"
8.20917,48.25444,"Gasthaus Zum Löwen; 77793 Gutach/Schwarzwald"
8.19306,48.28361,"Halter Gutach GmbH; 77793 Gutach/Schwarzwald"
8.99472,49.06444,"Freibad-Parkplatz ; 74363 Güglingen"
10.28083,48.47000,"Campingland Günzburg; 89312 Günzburg"
10.26611,48.46917,"Landgasthof Richter; 89312 Günzburg"
10.26889,48.46167,"Stellplatz am Waldbad; 89312 Günzburg"
10.25528,48.48667,"Camping-Gutshof Donauried; 89312 Günzburg"
10.31167,48.42556,"Legoland Feriendorf; 89312 Günzburg"
10.28417,48.48611,"Restaurant Pfeffermühle; 89312 Günzburg"
12.21639,53.79139,"Hotel & Caravanplatz Am Tierpark; 18273 Güstrow"
8.41139,51.94583,"Restaurant Zur Linde; 33334 Gütersloh"
13.46778,53.91833,"Rittergut Schloss Pentin; 17506 Gützkow"
9.64861,48.71167,"Stellplatz EWS-Arena; 73033 Göppingen"
14.98833,51.15750,"Altstadt-Parkplatz; 02826 Görlitz"
14.96056,51.13583,"Reit- und Sportanlagen Rosenhof; 02826 Görlitz"
11.94389,51.53083,"Wohnmobil- & Wassersport Zentrum; 06193 Götschetal"
9.93000,51.52167,"Badeparadies Eiswiese; 37073 Göttingen"
9.90056,51.52861,"Volkswagen-Zentrum Göttingen; 37073 Göttingen"
7.82694,50.66250,"Parkplatz am Burggarten; 57627 Hachenburg"
7.81250,50.66000,"Camping Wessler / Berger Freizeitmarkt Hachenburg; 57627 Hachenburg"
7.31861,53.60361,"Am Kurzentrum; 26524 Hage (Berum)"
7.47667,51.33500,"LWL-Freilichtmuseum Hagen; 58091 Hagen"
11.18750,53.43722,"Parkplatz Teichstraße; 19230 Hagenow"
8.25361,49.86056,"Gutsschänke am Selzbogen; 55278 Hahnheim"
8.79389,48.36889,"Wohnmobilstellplatz Haigerloch; 72401 Haigerloch"
12.45278,50.87111,"Esso Autohof; 09661 Hainichen"
10.82083,47.62889,"Gasthof Adler; 87642 Halblech"
11.41306,52.29278,"Stendaler Torturm; 39340 Haldensleben"
11.40194,52.27917,"Sportboothafen; 39340 Haldensleben"
11.95278,51.50278,"Stellplatz Halle; 06108 Halle (Saale)"
8.36444,52.06722,"Parkplatz Spitzenkamp; 33790 Halle/Westfalen"
7.19694,51.74167,"Reisemobil-Stellplatz Hullerner Straße West; 45721 Haltern am See"
7.21833,51.79306,"Reisemobilplatz Silbersee II; 45721 Haltern am See"
7.20250,51.75528,"RMS-Reisemobile; 45721 Haltern am See"
8.82361,53.31111,"Reisemobil-Stellplatz Hambergen; 27729 Hambergen"
10.02694,53.54333,"Wohnmobilhafen-Hamburg; 20097 Hamburg"
9.94528,53.58694,"Wohnmobil-Stellplatz Eimsbüttel; 20097 Hamburg"
10.00139,53.47472,"Wohnmobilplatz-Hamburg; 20097 Hamburg"
9.35806,52.09611,"Hannes Weserblick; 31785 Hameln"
7.83583,51.68806,"Hamm-Maximare; 59071 Hamm"
7.88417,51.68389,"Maximilian Park Hamm; 59071 Hamm"
7.75083,51.72528,"Reitsportanlage Schubert; 59071 Hamm"
9.36583,53.61833,"Landhaus Hammah; 21714 Hammah"
9.88861,50.11389,"Parkplatz Bleichrasen; 97762 Hammelburg"
9.87222,50.11028,"Schloss Saaleck; 97762 Hammelburg"
9.80472,50.11806,"Hotel-Restaurant Nöth; 97762 Hammelburg"
6.63417,51.78278,"Erholungsgebiet Dingdener Heide; 46499 Hamminkeln"
9.33528,54.77806,"Autohof Scandinavian Park; 24983 Handewitt"
10.61583,52.73194,"Wohnmobilstellplatz Am Bohldamm; 29386 Hankensbüttel"
9.64833,51.41861,"Stellplatz Tanzwerder; 34346 Hann. Münden"
9.64583,51.40639,"Stellplatz am Schwimmbad; 34346 Hann. Münden"
9.66000,51.41694,"Parkplatz Werraweg; 34346 Hann. Münden"
9.64750,51.41667,"Grüne Insel Tanzwerder; 34346 Hann. Münden"
10.02556,53.23694,"Hotel zum braunen Hirsch; 21271 Hanstedt"
9.82278,51.65083,"Wohnmobilhafen Steinbreite; 37181 Hardegsen"
9.76750,51.64083,"Stellplatz am alten Forsthaus; 37181 Hardegsen"
9.44917,49.61667,"Waldhotel Wohlfahrtsmühle; 74736 Hardheim"
8.41250,48.18750,"Freizeitpark Hardt; 78739 Hardt"
7.24750,52.78889,"Stellplatz an der Ems; 49733 Haren/Ems"
7.24083,52.78667,"Parkplatz am Campingplatz; 49733 Haren/Ems"
7.20278,52.79472,"Ferienzentrum Schloss Dankern ; 49733 Haren/Ems"
9.36944,54.79778,"Skandic Camping & Truck Center; 24955 Harrislee"
9.50333,53.45361,"Klosterpark; 21698 Harsefeld"
9.49167,53.45694,"Campingpark Harsefeld; 21698 Harsefeld"
8.22028,51.96722,"Frei- und Hallenbad; 33428 Harsewinkel"
11.14056,51.64194,"Parkplatz Wallgarten; 06493 Harzgerode"
11.13917,51.64028,"Parkplatz am Forstpark; 06493 Harzgerode"
7.48889,52.67306,"Plesseparkplatz; 49740 Haselünne"
7.48194,52.66722,"Am Freibad; 49740 Haselünne"
7.48639,52.67083,"Restaurant Esders; 49740 Haselünne"
7.49833,52.65111,"Ferienhof Dröge-Polle; 49740 Haselünne"
8.08389,48.27611,"Parkplatz Klosterplatz ; 77716 Haslach i. K."
8.09472,48.26694,"Erholungsanlage Waldsee; 77716 Haslach i. K."
8.08194,48.27611,"Eichenbach-Sporthalle; 77716 Haslach i. K."
9.98972,54.71639,"Stellplatz Oehe-Draecht; 24376 Hasselberg/Ostsee "
8.28083,53.06611,"Gasthof Ripken; 26209 Hatten"
7.18389,51.40167,"Parkplatz Roonstraße; 45525 Hattingen"
7.18028,51.39833,"Parkplatz Alter ZOB; 45525 Hattingen"
7.17583,51.40083,"Parkplatz hinter den Amtshäusern; 45525 Hattingen"
7.14778,51.39667,"Wanderparkplatz Isenbergstraße; 45525 Hattingen"
7.18083,51.40833,"Wohnmobilstellplatz Ruhrtal; 45525 Hattingen"
7.22583,51.36250,"Hotel-Restaurant „Zum Hackstück“; 45525 Hattingen"
7.19417,51.34472,"Wanderparkplatz Elfringhausen; 45525 Hattingen"
7.85500,49.19000,"Deutsches Schuhmuseum Hauenstein; 76846 Hauenstein"
10.78500,49.16722,"Stellplatz Hüttmeier; 91729 Haundorf"
9.69528,50.76889,"Bürgerhaus Rustikana; 36166 Haunetal"
8.16528,48.28611,"Stellplatz beim Badepark; 77756 Hausach"
8.17528,48.28500,"Gasthaus Zur Eiche; 77756 Hausach"
12.06833,52.82833,"Campinginsel Havelberg; 39539 Havelberg"
7.39139,51.98861,"Historisches Brauhaus Klute; 48329 Havixbeck"
7.42111,51.97556,"Am Freibad; 48329 Havixbeck"
10.50250,50.03111,"Festplatz Gries ; 97437 Haßfurt"
8.23944,49.34972,"Magin Reisemobile; 67454 Haßloch"
8.24667,49.34806,"Badepark Haßloch; 67454 Haßloch"
8.30250,49.31694,"Holiday Park ; 67454 Haßloch"
8.95833,48.35972,"Zollernalb-Camping; 72379 Hechingen"
8.96389,48.32472,"Burg Hohenzollern; 72379 Hechingen"
9.11278,54.20194,"Wohnmobilplatz Heide; 25746 Heide (Nordsee)"
6.93056,51.82583,"Landhotel Restaurant Beckmann; 46359 Heiden"
